sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A11GAMN6HED4U1	So VERY Bad	If you like the taste of water with a hint of coffee, buy this. Otherwise stick with Starbucks VIA.<br />I use the instant coffee mid-way through my day at work. The Taster's Choice requires 3 packs to make a decent 16oz cup of coffee. The Starbucks VIA only needs 1. Spend the extra couple of dollars on the Starbucks if you want good instant coffee.	0	2
		A3B2K6SNKNJKJN	Lipton Loose Leaf Tea	"Fewer and fewer stores carry loose-leaf tea and I was so glad to find it on Amazon. Who knew?  I've become an avid fan of Amazon over the last few months.  It's wonderful to have someone ELSE do the ""shopping"" for me and allows me to find products in one place."	0	0
		A15USNEAJUXOSH	Delicious	I love these chips, I buy the 24 pack once a month. The bags are just the right size for snacking and prevent me from eating way too much with the larger bags. The jalapeno spice is subtle enough not to be overpowering but still gives you a great amount of flavor.	0	0
		ANYYRCZ3I9GZ4	Awesome at a price	I was lucky enough to travel to Oz last November and filled half a suitcase with Aussie junk food (not the best thing for a diabetic, but you only live once!).<br /><br />Anyway, Cherry Ripe(s) are incredible, with a cherry taste and a texture similar to a Mounds bar. Of course, we don't get these in the States. Why? Who knows? I couldn't find any Diet Dr. Pepper or Diet A&W Root Beer to save my life over there, so it may be a cultural thing.<br /><br />The price seems pretty steep for a candy bar, so you might see if you have any candy specialty shops (even ones that are labeled as being British) where you live before ordering. I know I could find 'American' candy over there, but you pay a hefty price for it.	1	0
		A28X4ECPDBI70I	pure awesomeness	Best gluten-free bread by far. We make ours in the bread machine and little over 2 hours and delicious fresh bread. Buying in bulk is smart if you eat alot of bread.	2	0
		A3RWSRSQ65NAYQ	BEST EVER	This is the best K-cup coffee ever.  Strong, dark and flavorful.  I have tried quite a variety, but if you like rich, dark, strong....this is the choice for you.	0	1
		A1P0GBOBUUECJK	BeanBoozled	This product arrived very fast and perfectly new.  The kids had so much fun playing the game.  It is a birthday party they will never forget!	0	0
		A3UVLU7VDZNFEJ	Excellent - Only 2 Points!	These potato chips taste much better than the baked chips and they're only 2 points if you're on Weight Watchers. They're a good snack for the afternoon.	32	3
		ANIPJ71ZP1V63	Tasty	This grain is an excellent substitute for rice.  it only takes two cans of chicken broth to one package of Quinoa to make a lot of very tasty and filling finished product which can be used with gravy, sauce, mixed vegetables or anything you like.	0	0
		A33X9HMUR44LRW	Great Taste -- Great Price	I have tried many many many beef jerky products but this WILD RIDE beef jerky is the best tasting product I have ever eaten.  It is both flavorful and moist and gave me the protein boost that I look for in my beef jerky snack.  I also liked the price, very affordable.  The shipping was quick.  I will order this product again and again...	2	0
		A3INRM1QVW21W9	Great product	This is the only food my cat will eat.  If I buy another variety or brand, it sits in her bowl until it gets stale & I throw it out.	1	0
		AXJNAWQNYTJSX	Perfect for my dogs!	I have had this toy for three months. My big dog loves plastic bottles and will assume every water bottle is meant for her so I was curious about how this toy would go over. It was a definite hit!  She loves it and ever after the beagle has tried to destroy it you can hardly see a mark on it!  At least as far as dogs are concerned I think this might be indestructible.	0	0
		A4I2IZR54W9FT	Best Ketchup around	This has to be the best ketchup I have ever tasted!<br /><br />Although it is more expensive that other ketchup brands it does raise the bar for the various brands that we all have been eating for years.<br />This ketchup is thick and taste great for a bottled product that is processed it holds up excellent.<br /><br />I am now a believer in the Organicville brands.	1	0
		A1T1BT6B345Y6E	Great, high-quality cat food	I've tried a number of high-quality canned cat foods to supplement the dry food my cats always have available to them, and these appear to be the best as judged by me and the cats.  For one thing, these actually look like fish.  You open the can, and there are large pieces of actual fish in the can, instead of the weird, mystery paste.  It pretty much smells like you've opened a can of real fish, too (not in a bad way, though I don't share my cats' love of sardines.)<br /><br />One of my two cats is a picky eater when it comes to canned food.  I picked up a can of each of the varieties from the local pet store when I wanted to try switching to Tiki Cat, and learned that the picky one will only eat the varieties that include sardines.  There are a few different sardine varieties, so at least it forces her to have some variety in her diet in case they stop producing one of them.<br /><br />The picky one has always been very excited about getting her daily quota of canned food, but the other cat seems way more excited about dinner time since we switched to Tiki Cat, so I take that as her endorsement of this positive review.	3	0
		A12J61DPL4H7H9	Best popcorn I've ever had at home!	I purchased this popcorn for my Nostalgia retro popcorn machine hoping that I would be able to produce movie theatre quality popcorn at home.  The seller describes this as the best popcorn available and I have to agree that it really lives up to the hype!  The popcorn comes out delicious every time-- the perfect balance of butteriness and salt.  I tried using popcorn kernels and all kinds of different oils before I bought this product.  I will never use anything other than this popcorn!  The only problem is that I have eaten 10 of 24 packages-- and I've only had it for two weeks!	0	0
		A36WTXJBYS3DB6	Tasty discovery!	I found this package of red quinoa at a local health food store. I'd never bought quinoa before, so I thought it was a little expensive. But now that I've taken a trip to another natural food store -- the kind that carries food in bulk -- I realize it's the going rate.<br /><br />That said, I really love this red quinoa. The Eden Organic brand is much more tasty than the more expensive kind that I got at the bulk health food store. After having regular quinoa at a picnic last week, I must say that both of the brands of red quinoa have more flavor and interest than regular quinoa.<br /><br />I have two all-time favorite recipes now, one that mixes the quinoa with craisins, sunflower seeds, feta cheese, scallions and cilatro with a mustard vinaigrette (my own recipe). The other salad (on the Wegmans website) mixes the red quinoa with avocado, corn, tomatoes, scallions and cilantro in a lemon vinaigrette.	5	0
		A2KYPW9FX7BZJR	Great Sauce	This sauce has one of the best flavors I've ever tasted.  There's a good balance between spice and garlic.  It has decent heat and tastes good on a lot of things.  I'm not a big fan of most Habanero sauces due to the extra bitterness of the pepper but this sauce blends everything perfectly.	1	0
		A39AWPCD99ET82	Chocolate	"Wow this Chocolate Raspberry flavored coffee is the absolute best we have ever had and I can honestly say we have tried quite a few in our time. And of course the price can't be beat unless you find someone who wants to sell you some that ""fell"" off the back of some delivery truck."	0	0
		A2OKYFG2A6PB2X	It's really good.	This is really good stuff. My mom puts it in our sausage gravy when we have sausage gravy biscuits. Don't read the ingredients ignorance is bliss.	0	0
		A34SXBB9E2FFTY	superior quality...worth every penny!!	I received this freezer tray along with the Beaba foodmaker and spoons from my in-laws.  I am totally told on all Beaba products due to the high quality and great designs.  The food pops out easily and leaves no waste behind.	2	0
		A281NPSIMI1C2R	Intoxicating	The minute you open a bag of Melitta Riviera Sunset you will think you are in Starbucks. The rich aroma is intoxicating, a promise of things to come. I like my coffee a little stronger so I used a ¼ cup ground coffee with 12-ounces water. After brewing the coffee my entire apartment was heavenly scented with a superior fragrance. The first sip was like falling in love. I literally felt heady. The only thing I added was a little half & half and two packets of stevia. I would highly recommend that you have this coffee after dinner with your dessert. This is truly an exceptional coffee! I'm beyond impressed. Now I'm eager to try the Melitta's Parisian Vanilla ground coffee.<br /><br />~The Rebecca Review	0	3
